,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
38728,1,0,4.0 ,114,49,20,972,1000.0,3483
38729,1,1,4.0 ,190,74,21,1361,1300.0,4103
38730,1,0,4.1 ,481,12,13,345,700.0,392
38731,1,0,4.0 ,362,65,20,610,1000.0,1393
38732,1,0,2.8 ,110,73,20,618,500.0,1808
38733,1,0,4.2 ,175,14,20,1151,800.0,1443
38734,0,1,4.1 ,611,49,27,624,2800.0,5047
38735,0,1,4.0 ,116,61,46,624,2500.0,5047
38736,1,0,4.3 ,1135,27,13,438,800.0,4638
38737,1,0,3.9 ,206,76,20,1235,500.0,3607
38739,0,0,3.8 ,621,49,46,1254,3000.0,5047
38740,0,1,3.9 ,300,73,13,455,750.0,5047
38741,1,0,3.9 ,366,65,20,1263,800.0,1233
38744,1,0,3.6 ,96,27,16,373,650.0,3749
38745,0,1,4.1 ,338,49,21,1050,1800.0,5047
38746,1,0,3.9 ,227,12,20,1342,950.0,3991
38747,1,0,3.9 ,86,61,5,723,1500.0,5047
38748,0,1,4.2 ,178,66,37,624,3000.0,5047
38749,1,0,4.2 ,1770,76,20,625,750.0,636
38750,1,0,3.9 ,388,8,20,1474,750.0,4812
38751,0,0,2.0 ,397,8,46,878,1500.0,5047
38752,1,1,4.1 ,300,66,20,914,1000.0,488
38753,0,1,3.9 ,747,12,57,886,1500.0,5047
38754,1,0,4.1 ,54,65,20,931,550.0,5047
38755,1,0,4.1 ,118,49,14,350,500.0,1635
38756,1,0,4.0 ,111,74,20,1258,700.0,3203
38757,0,0,4.2 ,620,8,13,369,500.0,5047
38758,0,0,3.9 ,190,76,4,878,600.0,5047
38759,0,0,4.0 ,227,65,20,1435,700.0,5047
38760,1,0,3.7 ,280,8,20,1272,800.0,3435
38762,1,0,3.7 ,110,74,20,1136,700.0,5047
38764,1,1,3.8 ,203,66,20,1258,1200.0,412
38765,0,0,2.7 ,406,49,57,1196,1000.0,5047
38766,0,0,4.2 ,700,76,62,1547,300.0,5047
38767,1,0,4.3 ,129,8,20,1654,700.0,3999
38770,1,0,3.9 ,158,27,20,608,1300.0,4175
38772,0,0,3.9 ,234,47,5,996,1000.0,5047
38773,1,0,3.6 ,83,73,20,1196,500.0,4398
38774,1,1,3.8 ,200,49,20,982,1600.0,5047
38775,1,0,2.9 ,75,73,20,1156,500.0,4606
38777,0,1,3.8 ,110,61,20,1570,1600.0,5047
38778,0,1,4.1 ,274,49,37,994,3000.0,5047
38779,1,0,3.7 ,43,61,20,602,900.0,1188
38781,0,0,3.6 ,62,74,20,1423,450.0,5047
38782,1,0,4.1 ,118,66,20,640,1000.0,4471
38783,0,0,2.5 ,433,14,20,602,650.0,5047
38784,0,0,4.0 ,102,66,20,521,550.0,5047
38785,1,0,3.8 ,75,8,13,343,650.0,4742
38787,0,0,2.8 ,254,27,20,1196,1000.0,5047
38788,0,0,3.7 ,297,65,57,1296,1000.0,5047
38790,0,0,4.0 ,93,65,46,878,2000.0,5047
38794,1,0,2.9 ,50,8,62,1589,350.0,1912
38795,1,0,3.9 ,185,73,20,1599,400.0,4223
38796,1,0,3.8 ,59,14,69,853,300.0,298
38797,0,1,4.0 ,195,49,47,1368,3000.0,5047
38798,0,1,3.8 ,73,73,4,723,1200.0,5047
38799,0,0,4.1 ,116,49,37,34,3000.0,5047
38800,0,0,4.0 ,165,8,62,617,400.0,5047
38802,1,0,3.8 ,68,12,10,511,500.0,1772
38803,0,0,2.8 ,132,8,20,1440,650.0,5047
38804,0,0,3.9 ,135,76,20,984,800.0,5047
38805,0,0,4.1 ,171,49,37,521,2500.0,5047
38806,1,0,2.6 ,310,73,20,1145,700.0,3504
38809,0,0,3.9 ,90,76,20,1393,1400.0,5047
38810,1,0,2.8 ,302,14,20,235,500.0,4124
38812,1,0,3.4 ,122,65,13,362,600.0,224
38813,1,0,3.6 ,118,66,20,521,500.0,1099
38814,0,1,3.9 ,316,49,13,404,800.0,5047
38816,0,0,3.7 ,53,66,20,1591,600.0,5047
38817,1,0,3.8 ,265,66,20,604,850.0,4731
38819,1,1,4.0 ,1024,8,20,1395,700.0,1852
38820,1,0,3.3 ,262,73,20,1196,500.0,4341
38821,0,1,4.0 ,102,65,20,1156,1900.0,5047
38822,0,0,3.0 ,108,49,20,1304,800.0,5047
38823,0,0,3.7 ,145,66,22,571,1000.0,5047
38826,0,0,3.9 ,122,8,20,1016,500.0,5047
38827,1,1,3.9 ,96,8,21,1147,1300.0,4283
38830,0,1,4.2 ,260,49,21,1661,1500.0,5047
38833,1,0,4.0 ,134,65,12,821,250.0,439
38838,1,0,3.7 ,46,61,20,1547,1000.0,2961
38839,0,1,3.9 ,105,8,20,585,1000.0,5047
38843,0,0,3.7 ,57,76,20,1196,700.0,5047
38845,0,0,3.8 ,67,66,20,1547,500.0,5047
38848,0,1,4.3 ,165,66,37,1009,3000.0,5047
38850,0,0,3.7 ,125,8,20,558,600.0,5047
38855,0,0,4.0 ,209,65,20,558,500.0,5047
38857,0,0,3.8 ,151,12,20,624,800.0,5047
38859,0,0,3.5 ,140,12,20,1156,600.0,5047
38863,0,0,3.7 ,68,8,20,1587,500.0,5047
38866,0,1,3.6 ,278,76,21,56,800.0,5047
38870,0,0,1.8 ,225,12,20,1304,1200.0,5047
38872,0,0,3.9 ,42,8,20,617,500.0,5047
38873,0,0,2.9 ,46,73,20,1602,550.0,5047
38879,1,1,3.8 ,195,76,20,274,800.0,4961
38880,0,0,3.9 ,119,27,21,1537,800.0,5047
38883,0,0,3.8 ,52,66,20,1314,1200.0,5047
38887,0,0,3.7 ,32,14,20,1335,800.0,5047
38889,0,0,2.3 ,48,65,20,1050,600.0,5047
38897,0,0,3.4 ,10,49,62,1209,350.0,5047
38913,1,0,3.9 ,212,8,20,1481,800.0,2347
38914,1,0,3.8 ,261,49,13,332,700.0,939
38915,1,0,3.6 ,53,12,20,1234,600.0,2049
38918,0,0,3.7 ,82,49,37,965,2500.0,5047
38919,0,0,3.6 ,104,8,13,404,800.0,5047
38923,0,0,4.1 ,121,66,20,1196,600.0,5047
38924,1,1,2.2 ,409,49,20,1109,1000.0,4800
38926,1,0,4.0 ,1084,8,66,782,550.0,33
38927,0,0,4.4 ,178,66,62,1407,250.0,5047
38928,1,0,4.4 ,227,49,62,319,700.0,5047
38929,0,0,4.1 ,362,66,62,1181,400.0,5047
38930,0,0,3.4 ,225,14,62,1640,300.0,5047
38931,0,0,3.9 ,84,12,62,521,500.0,5047
38932,0,0,4.0 ,1223,12,62,1547,200.0,5047
38933,1,0,4.1 ,45,12,30,789,300.0,3081
38934,0,0,4.1 ,274,66,62,1547,150.0,5047
38935,0,0,4.0 ,1460,49,33,788,450.0,5047
38937,1,1,4.1 ,106,12,62,1156,300.0,8
38938,1,0,4.3 ,288,76,62,322,500.0,4230
38939,0,0,4.0 ,106,66,62,78,300.0,5047
38940,1,0,4.1 ,161,76,62,1451,300.0,5047
38941,1,0,4.0 ,101,76,62,1023,150.0,3278
38942,0,0,4.0 ,90,27,62,1568,300.0,5047
38945,1,0,3.8 ,199,8,62,322,450.0,2639
38947,0,0,2.7 ,77,49,62,1235,500.0,5047
38948,0,0,3.9 ,77,14,62,1547,150.0,5047
38949,0,0,3.6 ,53,66,3,188,300.0,5047
38951,1,0,3.9 ,653,14,62,323,600.0,3356
38952,1,0,4.0 ,789,66,62,90,400.0,993
38953,1,0,3.9 ,113,73,62,861,250.0,266
38955,1,0,4.1 ,79,14,64,864,350.0,4200
38956,1,0,3.8 ,122,49,62,1474,400.0,3136
38957,1,0,3.8 ,106,65,62,1561,200.0,4625
38961,1,1,3.2 ,60,76,62,856,400.0,1118
38962,1,0,3.9 ,65,8,63,819,250.0,5047
38963,0,0,3.0 ,33,14,62,1563,400.0,5047
38964,0,0,2.8 ,93,14,62,826,500.0,5047
38965,0,0,4.1 ,341,8,62,1669,300.0,5047
38966,1,0,3.9 ,56,76,62,256,400.0,1216
38967,1,0,3.6 ,79,65,62,1552,500.0,5047
38970,0,0,3.7 ,95,12,62,817,500.0,5047
38971,1,0,3.6 ,124,8,43,1670,400.0,4988
38972,0,0,3.9 ,76,49,62,1547,200.0,5047
38985,1,0,3.4 ,63,12,62,266,400.0,3343
38989,1,0,3.0 ,165,12,62,825,350.0,5047
38990,1,0,3.8 ,169,73,62,1416,250.0,5047
38992,1,0,3.9 ,456,65,62,270,400.0,1455
38996,1,0,3.9 ,252,65,62,1190,500.0,5047
38997,0,0,3.4 ,60,12,62,1597,250.0,5047
39003,1,0,4.2 ,94,8,62,1561,300.0,5047
39005,0,0,3.7 ,163,76,62,235,300.0,5047
39037,0,0,4.1 ,399,74,62,1178,300.0,5047
39070,0,0,3.4 ,8,8,62,1156,450.0,5047
39083,0,0,3.8 ,38,14,62,531,300.0,5047
39088,0,0,3.8 ,41,65,62,210,100.0,5047
39111,1,0,3.8 ,113,65,30,681,500.0,5047
39118,1,1,4.7 ,4811,15,59,1458,1300.0,5047
39119,0,1,4.3 ,165,78,37,18,2800.0,5047
39120,0,1,4.4 ,751,81,38,1156,3000.0,5047
39121,0,1,4.2 ,144,78,37,988,2500.0,5047
39122,0,1,4.4 ,1081,78,20,1325,1600.0,5047
39123,0,1,4.4 ,2275,81,20,21,1100.0,5047
39124,1,1,4.1 ,629,15,20,47,1100.0,2564
39125,0,1,4.1 ,309,70,37,1317,4100.0,5047
39126,1,1,4.5 ,1636,15,20,1008,1300.0,930
39127,0,1,4.4 ,374,81,47,878,3000.0,5047
39128,1,0,3.9 ,119,78,20,513,600.0,666
39129,0,0,3.9 ,628,70,27,878,2000.0,5047
39130,0,1,4.2 ,344,81,38,523,2000.0,5047
39131,1,1,4.2 ,984,78,21,913,1000.0,2927
39132,1,0,4.0 ,1103,78,20,1050,1300.0,2127
39133,0,0,4.0 ,31,81,17,429,1100.0,5047
39134,1,0,4.3 ,657,15,17,427,750.0,5000
39135,0,1,4.3 ,429,81,38,1346,3400.0,5047
39136,0,0,4.3 ,164,78,13,499,750.0,5047
39137,1,0,4.2 ,860,78,20,1655,1800.0,4516
39138,0,1,4.1 ,81,78,37,1015,3000.0,5047
39139,0,1,4.1 ,327,15,46,1397,1300.0,5047
39140,1,1,4.2 ,176,13,20,1286,700.0,3648
39141,1,0,4.2 ,136,15,20,162,1500.0,1860
39142,1,1,4.2 ,476,15,20,1272,1700.0,1299
39143,1,0,4.1 ,159,81,13,455,300.0,408
39145,1,0,4.1 ,398,15,20,544,600.0,4105
39146,1,1,4.1 ,770,78,21,29,1200.0,5047
39147,0,1,4.2 ,171,81,37,1013,2300.0,5047
39148,1,1,4.3 ,864,15,22,659,1000.0,2140
39149,1,0,4.2 ,744,15,13,406,750.0,5047
39150,0,1,3.7 ,54,78,37,1156,3000.0,5047
39151,1,0,4.3 ,909,78,20,1013,2000.0,4126
39152,1,1,4.0 ,457,15,20,604,1000.0,5047
39153,0,0,4.2 ,302,51,20,1537,500.0,5047
39154,0,1,4.2 ,233,81,37,965,3000.0,5047
39155,0,0,4.1 ,493,81,57,904,1300.0,5047
39156,1,0,4.0 ,177,78,20,236,750.0,5047
39157,1,1,4.0 ,379,15,20,1243,850.0,5047
39158,0,0,4.2 ,212,51,62,43,450.0,5047
39159,1,0,3.7 ,160,15,20,604,700.0,5047
39160,0,0,4.2 ,116,78,22,1074,1000.0,5047
39161,1,0,3.3 ,204,15,20,524,600.0,5047
39162,1,0,4.1 ,403,15,20,1378,750.0,5047
39163,1,1,3.8 ,91,15,20,1429,1800.0,5047
39165,1,0,3.8 ,208,15,20,1597,400.0,5047
39166,0,0,3.8 ,136,51,20,1196,650.0,5047
39168,1,0,4.1 ,257,81,13,402,500.0,5047
39169,1,0,3.7 ,50,51,20,1554,750.0,5047
39173,0,0,3.8 ,68,13,62,1181,400.0,5047
39174,0,0,3.8 ,254,51,20,1587,500.0,5047
39175,0,0,4.0 ,108,15,62,1080,400.0,5047
39176,0,0,3.9 ,82,51,20,602,450.0,5047
39179,0,0,4.3 ,206,51,62,1547,150.0,5047
39180,0,0,4.1 ,60,51,62,1547,200.0,5047
39182,0,1,3.7 ,64,4,4,878,2200.0,5047
39184,0,0,4.5 ,206,13,62,1547,200.0,5047
39186,0,0,4.1 ,91,51,62,1547,150.0,5047
39188,1,0,3.9 ,134,81,20,1092,700.0,4540
39190,0,1,4.1 ,99,78,46,887,2400.0,5047
39198,0,0,3.6 ,79,51,36,1156,350.0,5047
39202,0,0,3.3 ,42,13,62,1617,400.0,5047
39204,0,0,4.0 ,54,15,62,1112,400.0,5047
39209,0,0,4.0 ,44,81,13,487,1100.0,5047
39211,0,0,3.8 ,99,78,13,420,600.0,5047
39212,1,0,4.0 ,122,51,62,1121,200.0,5047
39214,0,0,3.8 ,56,81,13,332,2000.0,5047
39217,0,1,3.9 ,158,15,20,1446,1100.0,5047
39219,1,0,3.5 ,47,85,20,1547,450.0,1218
39233,0,0,3.9 ,56,51,20,1088,600.0,5047
39237,1,0,3.4 ,48,78,62,1156,300.0,5047
39262,0,0,3.7 ,50,85,62,1547,150.0,5047
39312,0,0,3.8 ,88,51,20,1442,750.0,5047
39313,1,0,3.9 ,146,15,62,1476,600.0,5047
39317,0,0,3.8 ,54,51,62,1431,350.0,5047
39320,0,1,4.4 ,211,65,5,125,1200.0,5047
39321,0,1,4.3 ,2701,8,5,718,1300.0,5047
39322,0,0,3.5 ,56,48,21,154,1800.0,5047
39323,0,1,4.4 ,2052,48,21,927,1200.0,5047
39324,0,1,4.1 ,1339,48,21,810,2100.0,5047
39325,1,1,4.3 ,3492,48,61,646,1700.0,5047
39326,0,1,4.4 ,130,48,21,1225,1000.0,5047
39327,0,1,4.2 ,337,48,21,1375,1000.0,5047
39328,1,1,4.3 ,508,48,21,558,1300.0,5047
39329,0,0,4.1 ,1545,48,57,760,1200.0,5047
39330,0,1,4.4 ,184,48,21,1013,1800.0,5047
39332,0,0,3.1 ,122,48,21,1304,1200.0,5047
39334,0,1,4.5 ,8405,8,61,11,2000.0,5047
39335,0,0,4.5 ,1598,8,21,1547,1500.0,5047
39336,0,1,4.5 ,5282,76,21,5,2500.0,5047
39337,1,1,4.5 ,1239,76,21,146,1700.0,5047
39338,1,1,4.4 ,1126,12,21,208,1200.0,5047
39339,0,0,4.2 ,637,76,60,671,1300.0,5047
39340,0,1,4.2 ,1453,49,60,667,1500.0,5047
39341,0,1,4.3 ,605,27,21,149,2500.0,5047
39342,1,1,4.4 ,494,76,5,1124,1900.0,5047
39343,1,1,4.5 ,1418,12,21,521,1700.0,5047
39344,0,1,4.2 ,220,49,60,690,1000.0,5047
39345,0,1,4.2 ,254,8,57,31,1500.0,5047
39346,0,0,4.3 ,2265,12,5,885,1100.0,5047
39347,0,1,4.3 ,298,76,5,1104,1200.0,5047
39348,1,1,4.2 ,2286,76,21,815,1400.0,5047
39349,0,0,4.2 ,1337,12,57,697,1100.0,5047
39350,1,1,4.0 ,940,12,21,22,1000.0,5047
39351,0,1,4.1 ,101,65,57,664,1000.0,5047
39352,1,1,4.2 ,404,8,5,892,1600.0,5047
39353,0,0,4.2 ,2029,73,26,26,1200.0,5047
39354,0,1,3.9 ,684,12,21,1559,1200.0,5047
39355,0,1,4.2 ,546,49,26,1404,1500.0,5047
39356,0,1,4.1 ,275,65,38,1156,4000.0,5047
39357,0,1,4.1 ,557,8,60,878,1100.0,5047
39359,0,0,3.9 ,951,8,57,1196,1100.0,5047
39360,0,0,4.0 ,449,65,4,1235,1000.0,5047
39361,1,0,4.0 ,167,66,21,1156,1700.0,5047
39362,1,0,4.1 ,1214,8,4,663,2000.0,5047
39363,1,1,4.4 ,232,49,5,122,2000.0,5047
39364,0,0,4.2 ,38,66,4,897,2000.0,5047
39365,0,1,4.3 ,430,65,38,521,3500.0,5047
39366,1,1,4.0 ,190,74,21,1361,1300.0,5047
39367,0,1,4.1 ,338,49,21,1050,1800.0,5047
39368,1,0,3.9 ,86,61,5,723,1500.0,5047
39369,0,1,3.9 ,747,12,57,886,1500.0,5047
39370,0,0,3.9 ,190,76,4,878,600.0,5047
39371,0,0,2.7 ,406,49,57,1196,1000.0,5047
39372,0,0,3.9 ,234,47,5,996,1000.0,5047
39373,0,0,3.7 ,297,65,57,1296,1000.0,5047
39374,0,1,4.0 ,195,49,47,1368,3000.0,5047
39375,0,1,3.8 ,73,73,4,723,1200.0,5047
39376,1,1,3.9 ,96,8,21,1147,1300.0,5047
39378,0,1,4.2 ,260,49,21,1661,1500.0,5047
39386,0,1,3.6 ,278,76,21,56,800.0,5047
39391,1,1,4.7 ,4819,15,59,1458,1300.0,5047
39392,0,1,4.4 ,751,81,38,1156,3000.0,5047
39393,0,1,4.4 ,375,81,47,878,3000.0,5047
39394,0,1,4.1 ,345,81,38,523,2000.0,5047
39395,1,1,4.2 ,984,78,21,913,1000.0,5047
39396,0,1,4.3 ,429,81,38,1346,3400.0,5047
39397,1,1,4.1 ,770,78,21,29,1200.0,5047
39398,0,0,4.1 ,495,81,57,904,1300.0,5047
39400,0,1,3.7 ,64,4,4,878,2200.0,5047
39406,0,1,4.3 ,1143,52,20,1416,1100.0,5047
39407,0,1,4.3 ,592,67,20,1156,1200.0,5047
39408,0,1,4.3 ,950,52,37,1296,2000.0,5047
39409,1,1,4.5 ,1150,52,20,521,1700.0,4966
39410,1,1,4.3 ,1099,52,20,1011,1500.0,1336
39411,0,1,4.0 ,1070,52,20,1196,950.0,5047
39412,0,1,4.0 ,568,52,20,1416,1000.0,5047
39413,0,0,4.4 ,2127,67,20,1416,1200.0,5047
39414,0,1,4.2 ,371,70,37,1297,2400.0,5047
39415,1,0,3.8 ,571,67,20,565,800.0,2660
39416,0,1,4.1 ,309,70,37,1317,4100.0,5047
39417,0,1,4.2 ,358,72,20,1222,1500.0,5047
39418,0,1,4.3 ,354,67,20,1006,1400.0,5047
39419,0,1,4.0 ,344,72,37,739,3000.0,5047
39422,0,1,4.5 ,409,61,20,1296,1200.0,5047
39423,1,1,4.3 ,355,5,22,1468,600.0,2237
39424,0,1,4.3 ,854,62,20,1466,800.0,5047
39425,0,0,3.7 ,81,62,20,1423,600.0,5047
39426,1,1,3.7 ,56,62,20,1539,900.0,2741
39428,1,0,4.0 ,69,52,13,332,500.0,1039
39429,1,0,4.1 ,272,52,13,404,600.0,4996
39431,1,0,4.2 ,504,52,13,494,500.0,4434
39432,0,0,4.0 ,399,52,13,427,700.0,5047
39433,1,0,4.2 ,287,52,17,783,700.0,2625
39437,1,0,3.9 ,250,52,13,455,400.0,4018
39438,0,0,3.7 ,117,52,13,332,350.0,5047
39440,1,0,3.9 ,72,52,13,425,500.0,540
39445,1,0,4.3 ,722,67,14,350,400.0,1582
39446,0,0,4.3 ,90,67,13,399,800.0,5047
39447,0,1,4.3 ,476,67,13,364,1000.0,5047
39449,1,0,3.9 ,111,72,30,779,400.0,3734
39453,0,0,4.1 ,184,72,20,661,800.0,5047
39454,1,1,4.3 ,355,5,22,1468,600.0,2237
39455,1,0,4.2 ,1440,56,13,459,650.0,2427
39457,1,0,4.5 ,230,62,29,929,500.0,3177
39458,1,0,4.0 ,334,56,62,848,500.0,4981
39459,1,0,4.2 ,1440,56,13,459,650.0,2427
39460,1,0,3.9 ,112,52,62,1636,200.0,5047
39461,1,0,4.4 ,104,52,62,1547,120.0,4206
39462,1,0,4.0 ,409,56,62,942,350.0,4686
39463,1,0,3.9 ,285,52,41,1670,400.0,4999
39464,1,0,3.3 ,535,83,29,923,450.0,2975
39465,1,0,4.1 ,253,87,68,1290,400.0,469
39466,1,0,4.0 ,555,56,62,323,600.0,1476
39468,1,0,4.4 ,403,72,30,956,400.0,5047
39469,1,0,4.0 ,601,62,20,1402,750.0,5047
39470,1,0,3.5 ,224,56,62,1033,300.0,1265
39472,1,0,4.1 ,673,56,62,1644,250.0,1669
39473,1,0,3.8 ,30,69,72,995,500.0,3792
39474,1,0,3.9 ,115,62,30,792,400.0,5047
39475,1,0,4.2 ,577,56,20,128,600.0,4954
39477,1,0,4.0 ,154,62,30,949,500.0,4513
39478,1,0,3.7 ,418,56,62,1636,400.0,2809
39479,1,1,4.4 ,4869,56,22,1468,600.0,2222
39480,1,0,3.9 ,129,56,11,778,400.0,2542
39481,1,0,3.7 ,594,72,62,875,250.0,4661
39482,1,0,4.1 ,142,52,30,956,400.0,362
39483,1,0,3.8 ,209,62,62,552,450.0,1816
39486,1,0,4.1 ,133,52,62,1577,250.0,5047
39487,1,0,3.8 ,179,56,62,84,300.0,5047
39489,1,0,3.5 ,250,52,62,1235,300.0,5047
39490,1,0,4.0 ,89,87,62,1060,300.0,384
39491,1,0,3.4 ,89,87,62,1196,300.0,1866
39492,1,0,4.1 ,935,52,20,1136,700.0,2893
39493,1,0,2.8 ,340,52,20,1474,750.0,4926
39495,1,0,3.6 ,99,5,13,467,500.0,5047
39496,1,0,3.3 ,239,56,62,1209,400.0,179
39497,1,0,3.9 ,250,69,29,1190,500.0,1019
39499,1,0,3.6 ,209,15,62,322,400.0,2636
39500,1,0,4.0 ,71,52,62,1587,300.0,3963
39501,1,0,3.4 ,84,81,72,1156,200.0,3578
39504,1,0,3.8 ,251,52,62,825,350.0,1761
39506,1,0,3.8 ,462,56,20,1037,600.0,1270
39507,1,0,3.9 ,343,56,20,1196,500.0,3550
39509,1,0,4.0 ,284,62,62,1547,150.0,4465
39511,1,0,4.0 ,1192,52,62,1589,250.0,3573
39512,1,0,3.9 ,182,62,72,1465,800.0,3034
39513,1,0,4.0 ,163,60,62,1547,400.0,5047
39514,1,0,4.1 ,559,62,72,1392,500.0,1888
39516,1,0,4.1 ,1107,56,20,1002,700.0,885
39517,1,0,4.0 ,340,52,62,593,350.0,2459
39518,1,0,4.7 ,4408,52,62,1547,150.0,5047
39522,1,0,4.0 ,629,61,35,777,450.0,4154
39523,1,0,4.1 ,637,56,13,333,700.0,2595
39524,1,0,4.0 ,380,56,20,625,750.0,633
39525,0,0,3.9 ,133,56,2,181,500.0,5047
39527,1,0,4.0 ,152,72,20,1156,600.0,550
39528,1,0,3.8 ,99,62,62,817,300.0,1088
39529,1,0,4.1 ,249,56,30,790,500.0,5027
39531,1,0,4.0 ,108,56,12,821,250.0,3727
39532,1,0,4.1 ,181,69,62,1547,100.0,3255
39533,1,0,3.9 ,171,87,20,1061,450.0,1550
39534,1,1,4.4 ,1016,5,20,1375,800.0,3681
39537,1,0,4.1 ,52,69,29,1113,600.0,3276
39538,1,0,4.0 ,221,62,29,235,650.0,1991
39540,1,0,4.0 ,124,56,62,202,300.0,2880
39543,1,0,3.7 ,62,87,20,1282,550.0,2513
39545,1,0,3.8 ,328,62,20,1600,450.0,4548
39546,1,1,4.8 ,6433,52,21,41,1400.0,422
39548,1,0,4.1 ,196,52,30,773,300.0,1608
39550,1,0,3.9 ,244,69,62,1156,250.0,852
39552,1,0,4.1 ,243,5,20,296,600.0,3722
39553,1,0,2.7 ,61,52,20,1278,800.0,5047
39554,1,0,4.0 ,233,56,62,842,500.0,2026
39556,1,0,4.1 ,308,52,20,1489,1200.0,4634
39559,1,1,4.9 ,1940,52,20,1375,2000.0,2196
39561,1,1,4.6 ,2315,62,21,723,1100.0,1513
39565,1,1,4.4 ,2881,56,59,1302,1200.0,3371
39566,1,0,4.0 ,106,87,62,817,150.0,5047
39568,1,0,3.2 ,58,56,13,436,900.0,5047
39569,1,0,4.2 ,418,56,20,523,700.0,1309
39575,1,0,3.4 ,62,52,41,1547,500.0,3368
39576,1,0,4.2 ,84,72,62,1628,150.0,3713
39580,1,0,4.1 ,184,56,12,217,500.0,1725
39582,1,0,3.9 ,461,52,62,552,200.0,2226
39584,1,0,3.5 ,140,56,62,1156,300.0,196
39586,1,0,3.8 ,284,5,20,582,800.0,4388
39587,1,0,4.0 ,73,52,69,1121,250.0,2864
39591,1,0,3.6 ,159,69,62,1196,350.0,852
39596,1,0,3.7 ,69,56,20,1327,650.0,3527
39597,1,0,4.5 ,785,52,20,1680,1000.0,4491
39600,1,1,4.5 ,1636,15,20,1008,1300.0,930
39601,1,0,3.8 ,67,87,30,956,450.0,302
39603,1,1,4.0 ,605,56,13,486,800.0,4823
39604,1,0,3.7 ,43,61,20,602,900.0,1188
39608,1,0,4.0 ,266,56,62,1547,200.0,5047
39612,1,0,4.0 ,172,52,62,1611,300.0,1212
39614,1,0,4.0 ,702,56,20,966,700.0,4882
39615,1,0,4.0 ,96,62,62,529,150.0,1563
39617,1,0,4.1 ,135,69,9,210,150.0,3074
39619,1,0,2.7 ,93,56,62,1644,300.0,3944
39621,1,0,2.4 ,71,52,67,934,500.0,3232
39626,1,1,4.2 ,674,56,20,694,800.0,4282
39627,1,0,3.9 ,359,52,41,767,300.0,2081
39628,1,0,4.8 ,391,81,30,767,400.0,3925
39629,1,0,4.1 ,219,52,62,1547,100.0,5047
39630,1,0,3.8 ,120,52,63,819,300.0,5047
39635,1,0,3.3 ,210,87,62,1034,450.0,2126
39636,1,0,4.0 ,255,56,30,789,500.0,3284
39639,1,0,3.7 ,119,56,20,1277,400.0,78
39640,1,0,3.8 ,162,56,62,1500,300.0,1449
39641,1,0,3.9 ,130,52,41,182,450.0,2937
39644,1,0,3.9 ,89,52,30,953,500.0,2291
39645,1,0,3.9 ,111,72,30,779,400.0,3734
39646,1,0,4.2 ,504,52,13,494,500.0,4434
39647,1,0,3.9 ,281,56,62,826,500.0,3374
39648,1,0,2.8 ,114,56,13,332,600.0,3181
39652,1,1,4.1 ,662,52,5,887,1100.0,2264
39655,1,1,4.0 ,868,56,22,678,1000.0,1079
39656,1,0,4.0 ,58,52,41,1456,300.0,312
39657,1,0,4.3 ,722,67,14,350,400.0,1581
39658,1,1,4.3 ,1099,52,20,1011,1500.0,1336
39660,1,0,4.1 ,257,81,13,402,500.0,916
39662,1,0,4.1 ,272,52,13,404,600.0,4996
39663,1,0,4.0 ,377,52,62,1474,400.0,3124
39667,1,0,4.3 ,657,15,17,427,750.0,5000
39669,1,0,3.7 ,118,87,62,1272,400.0,4348
39670,1,1,4.1 ,552,56,13,383,800.0,2497
39671,1,0,3.7 ,114,56,62,817,400.0,5047
39673,1,0,3.9 ,210,60,62,1399,600.0,1196
39678,1,0,3.0 ,75,62,62,1562,300.0,2728
39680,1,0,3.9 ,105,52,62,822,300.0,5047
39681,1,0,2.9 ,67,87,20,1589,600.0,4712
39682,1,0,4.1 ,489,52,62,1547,300.0,3503
39683,1,1,4.3 ,863,15,22,659,1000.0,2140
39689,1,0,3.1 ,94,62,62,1085,350.0,1538
39690,1,0,3.9 ,431,56,20,700,700.0,1779
39694,1,0,3.9 ,291,52,63,1590,300.0,3960
39697,1,0,3.8 ,111,60,20,1537,750.0,1275
39698,1,0,3.7 ,55,56,13,364,400.0,1050
39700,1,0,4.1 ,669,56,13,463,800.0,3926
39704,1,0,3.9 ,40,52,62,1547,150.0,97
39706,1,0,4.2 ,744,15,13,406,750.0,2260
39708,1,0,3.8 ,87,52,2,181,400.0,598
39714,1,0,3.9 ,48,56,13,332,600.0,368
39719,1,0,3.5 ,78,60,20,1599,400.0,3250
39722,1,0,4.0 ,69,52,13,332,500.0,1039
39724,1,0,3.7 ,100,52,62,1196,400.0,264
39727,1,0,2.8 ,55,81,62,1617,400.0,3460
39735,1,0,3.9 ,250,52,13,455,400.0,4018
39740,1,0,3.7 ,126,56,13,456,700.0,4111
39741,1,0,3.9 ,363,56,13,477,900.0,1052
39744,1,0,4.1 ,159,81,13,455,300.0,408
39746,1,0,3.6 ,89,56,20,1384,650.0,365
39748,1,0,3.8 ,86,52,20,1031,600.0,3298
39750,1,0,3.9 ,49,56,30,787,200.0,5047
39751,1,0,3.7 ,88,60,20,565,500.0,2879
39752,1,0,3.7 ,160,15,20,604,700.0,1283
39753,1,0,3.8 ,208,15,20,1597,400.0,3541
